Title,Description,Price,Ingredients,Nutrient,Col1,Col2,Col3,Col4,url
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Saturates,13.6g,4.5g,23%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Mono-unsaturates,8.7g,2.9g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Polyunsaturates,2.0g,0.7g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Carbohydrate,59.6g,19.7g,8%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Sugars,35.9g,11.9g,13%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Fibre,1.3g,<0.5g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Protein,5.3g,1.7g,3%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Sainsbury's Caramel Shortcake Cake Slices x4,4 Biscuit bases with caramel and milk chocolate topping,£1.20,"INGREDIENTS:Caramel (48%) (Sweetened Condensed Skimmed Cows' Milk (Cows'Milk, Sugar, Lactose (Cows'Milk)), Glucose Syrup, Palm Oil, Sugar, Invert Sugar Syrup, Emulsifier:SoyaLecithin; Gelling Agent: Pectin; Acidity Regulators: Sodium Potassium Tartrate, Sodium Triphosphate; Maltodextrin), Biscuit Base (Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, WholemealWheatFlour, Sugar, Palm Kernel Oil,OatFlour, Coconut Oil, Partially Inverted Sugar Syrup, Raising Agents: Sodium Bicarbonate, Ammonium Hydrogen Carbonate; Salt, Rapeseed Oil), Milk Chocolate (15%) (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Cows'MilkPowder, Cows'MilkFat, Lactose (Cows'Milk), Emulsifier:SoyaLecithin).",Salt,0.59g,0.19g,3%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-caramel-shortcake-slices-x4
Header Information,,,,,Per 100g:,Per Item,,,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Energy,1857kJ/444kcal,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Fat,25.6g,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",(of which saturates,12.1g),N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Carbohydrates,48.6g,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",(of which sugars,38.9g),N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Fibre,4.2g,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Protein,3.5g,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Lazyday Mini Vic the Vegan Caterpillar Cakes x4 200g,Gluten Free,£3.50,"Belgian Dark Chocolate (33%) [Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (SoyaLecithin), Flavouring],  Icing Sugar,  Dairy Free White Choc (8%) [Sugar, Cocoa Butter, Rice Syrup, Rice Starch, Rice Flour, Coconut Oil, Emulsifier (Sunflower Lecithin), Flavourings],  Sugar,  Water,  Palm Oil,  Rapeseed Oil,  Multi-Coloured Sugar Decorations (4%) [Sugar, Rice Flour, Coconut Oil, Shea Oil, Water, Potato Starch, Fruit & Vegetable Concentrates (Spirulina, Radish, Apple, Blackcurrant), Thickener (Sodium Carboxymethylcellulose), Colours (Lutein, Paprika Extract, Curcumin), Flavouring],  Maize Starch,  Tapioca Starch,  Rice Flour,  Fat Reduced Cocoa Powder,  Sunflower Oil,  SoyaFlour,  Gluten FreeOatFlour,  Raising Agents (Sodium Diphosphates, Sodium Bicarbonate),  Brown Flaxseed,  Humectant (Glycerine),  Flavourings,  Emulsifiers (SoyaLecithin, Mono- and Diglycerides of Fatty Acids),  Thickener (Xanthan Gum),  Salt,  Preservative (Potassium Sorbate),  Psyllium Husk Powder,  Colour (Beta-Carotene),  Dark Chocolate contains: Cocoa Solids 45% minimum,  White Choc contains: Cocoa Solids 30% minimum",Salt,0.50g,N/A,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/lazyday-mini-vic-the-vegan-caterpillar-cakes-x4-200g
Header Information,,,,Typical Values,Per 100g,Per slice,% based on RI for Average Adult,,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Energy,1546kJ,631kJ,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Fat,16.3g,6.7g,10%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Saturates,4.3g,1.8g,9%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Mono-unsaturates,7.6g,3.1g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Polyunsaturates,3.6g,1.5g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Carbohydrate,48.6g,19.8g,8%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
Sainsbury's Coconut & Jam Loaf Cake 240g,"Coconut sponge with raspberry jam, topped with raspberry jam and desiccated coconut",£1.90,"IINGREDIENTS:Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Raspberry Jam (15%) (Raspberries, Glucose-Fructose Syrup, Sugar, Gelling Agent: Pectin; Acidity Regulators: Citric Acid, Sodium Citrate; Colour: Anthocyanins; Preservative: Potassium Sorbate; Flavouring), PasteurisedEgg, Rapeseed Oil, Desiccated Coconut (4.5%), PasteurisedEggWhite, Humectant: Vegetable Glycerine; Skimmed Cows'MilkPowder, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Preservative: Potassium Sorbate; Flavouring.",Sugars,23.4g,9.5g,11%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-coconut-raspberry-loaf-cake-240g-serves-6-
